old_url,title,slug,seo_title,seo_description,suggested_target_url,map_notes
https://legacy.example.com/services/service-support-retainer/,Support Retainer,service-support-retainer,Support Retainer | Legacy Prototype,Prototype SEO description for Support Retainer.,/services,Prototype consolidation rule by section
https://legacy.example.com/industries/industry-healthcare/,Healthcare,industry-healthcare,Healthcare | Legacy Prototype,Prototype SEO description for Healthcare.,/industries,Prototype consolidation rule by section
https://legacy.example.com/industries/industry-higher-ed/,Higher Education,industry-higher-ed,Higher Education | Legacy Prototype,Prototype SEO description for Higher Education.,/industries,Prototype consolidation rule by section
https://legacy.example.com/industries/industry-financial-services/,Financial Services,industry-financial-services,Financial Services | Legacy Prototype,Prototype SEO description for Financial Services.,/industries,Prototype consolidation rule by section
https://legacy.example.com/industries/industry-nonprofit/,Nonprofit,industry-nonprofit,Nonprofit | Legacy Prototype,Prototype SEO description for Nonprofit.,/industries,Prototype consolidation rule by section
https://legacy.example.com/industries/industry-public-sector/,Public Sector,industry-public-sector,Public Sector | Legacy Prototype,Prototype SEO description for Public Sector.,/industries,Prototype consolidation rule by section
https://legacy.example.com/industries/industry-manufacturing/,Manufacturing,industry-manufacturing,Manufacturing | Legacy Prototype,Prototype SEO description for Manufacturing.,/industries,Prototype consolidation rule by section
https://legacy.example.com/industries/industry-technology/,Technology,industry-technology,Technology | Legacy Prototype,Prototype SEO description for Technology.,/industries,Prototype consolidation rule by section
https://legacy.example.com/industries/industry-hospitality/,Hospitality,industry-hospitality,Hospitality | Legacy Prototype,Prototype SEO description for Hospitality.,/industries,Prototype consolidation rule by section
https://legacy.example.com/resources/resource-case-study-hospital/,Case Study Hospital,resource-case-study-hospital,Case Study Hospital | Legacy Prototype,Prototype SEO description for Case Study Hospital.,/resources,Prototype consolidation rule by section
https://legacy.example.com/resources/resource-case-study-university/,Case Study University,resource-case-study-university,Case Study University | Legacy Prototype,Prototype SEO description for Case Study University.,/resources,Prototype consolidation rule by section
https://legacy.example.com/resources/resource-case-study-bank/,Case Study Bank,resource-case-study-bank,Case Study Bank | Legacy Prototype,Prototype SEO description for Case Study Bank.,/resources,Prototype consolidation rule by section
https://legacy.example.com/resources/resource-webinar-drupal-migration/,Webinar Drupal Migration,resource-webinar-drupal-migration,Webinar Drupal Migration | Legacy Prototype,Prototype SEO description for Webinar Drupal Migration.,/resources,Prototype consolidation rule by section
https://legacy.example.com/resources/resource-checklist-content-inventory/,Checklist Content Inventory,resource-checklist-content-inventory,Checklist Content Inventory | Legacy Prototype,Prototype SEO description for Checklist Content Inventory.,/resources,Prototype consolidation rule by section
https://legacy.example.com/resources/resource-guide-redirect-strategy/,Guide Redirect Strategy,resource-guide-redirect-strategy,Guide Redirect Strategy | Legacy Prototype,Prototype SEO description for Guide Redirect Strategy.,/resources,Prototype consolidation rule by section
https://legacy.example.com/resources/resource-template-ia-worksheet/,Template IA Worksheet,resource-template-ia-worksheet,Template IA Worksheet | Legacy Prototype,Prototype SEO description for Template IA Worksheet.,/resources,Prototype consolidation rule by section
https://legacy.example.com/resources/resource-faq-migration/,FAQ Migration,resource-faq-migration,FAQ Migration | Legacy Prototype,,/resources,Prototype consolidation rule by section
https://legacy.example.com/legal/legal-privacy-policy/,Privacy Policy,legal-privacy-policy,Privacy Policy | Legacy Prototype,Prototype SEO description for Privacy Policy.,/legal,Prototype consolidation rule by section
https://legacy.example.com/legal/legal-terms-of-use/,Terms Of Use,legal-terms-of-use,Terms Of Use | Legacy Prototype,Prototype SEO description for Terms Of Use.,/legal,Prototype consolidation rule by section
https://legacy.example.com/contact/contact-sales/,Contact Sales,contact-sales,Contact Sales | Legacy Prototype,Prototype SEO description for Contact Sales.,/contact,Prototype consolidation rule by section
https://legacy.example.com/contact/contact-support/,Contact Support,contact-support,Contact Support | Legacy Prototype,Prototype SEO description for Contact Support.,/contact,Prototype consolidation rule by section
https://legacy.example.com/locations/locations-phoenix/,Location Phoenix,locations-phoenix,Location Phoenix | Legacy Prototype,Prototype SEO description for Location Phoenix.,/contact/locations,Prototype consolidation rule by section
https://legacy.example.com/locations/locations-denver/,Location Denver,locations-denver,Location Denver | Legacy Prototype,Prototype SEO description for Location Denver.,/contact/locations,Prototype consolidation rule by section
https://legacy.example.com/about/enterprise-governance-and-compliance-program-roadmap-2026/,Enterprise Governance And Compliance Program Roadmap 2026 For Multi Region Publishing Teams,enterprise-governance-and-compliance-program-roadmap-2026,Enterprise Governance And Compliance Program Roadmap 2026 For Multi Region Publishing Teams | Legacy Prototype,Prototype SEO description for Enterprise Governance And Compliance Program Roadmap 2026 For Multi Region Publishing Teams.,/about/governance,Prototype consolidation rule by section
https://legacy.example.com/company/company-team-directory/,Company Team Directory,company-team-directory,Company Team Directory | Legacy Prototype,Prototype SEO description for Company Team Directory.,/content-hub,Prototype consolidation rule by section
